Titre,Prix,Fabricant,Carrosserie,Energie,Puissance fiscale,Boite,Transmission,Kilometrage,Annee,Inserée le,Model
BMW Série 4 Gran Coupé Luxury,133000,BMW,Berline,Essence,7,Automatique,Traction,73000,05.2019,06.02.2024,Série 4 Gran Coupé Luxury
Audi A4 TFSI,57000,Audi,Berline,Essence,7,Automatique,Traction,235000,12.2014,06.02.2024,A4 TFSI
Land Rover Discovery Sport,260000,Land Rover,SUV/4x4,Diesel,8,Automatique,Traction,80000,08.2020,06.02.2024,Discovery Sport
Ford Focus Titanuim,44000,Ford,Coupé,Essence,6,Manuelle,Traction,86000,07.2016,06.02.2024,Focus Titanuim
Mercedes-Benz Classe C AMG,160000,Mercedes,Berline,Essence,9,Automatique,Propulsion,63000,10.2020,07.02.2024,-Benz Classe C AMG
Chevrolet Aveo Bon état,23000,Chevrolet,Berline,Essence,5,Manuelle,Traction,117500,04.2011,07.02.2024,Aveo Bon état
Mazda 2,40000,Mazda,Citadine,Essence,6,Automatique,Traction,86000,06.2016,07.02.2024,2
Hyundai i20,28500,Hyundai,Citadine,Essence,4,Manuelle,Traction,205000,04.2013,07.02.2024,i20
Mercedes-Benz Classe C C180 KITT AMG,118000,Mercedes,Berline,Essence,8,Automatique,Propulsion,237273,09.2015,19.02.2024,-Benz Classe C C180 KITT AMG
Land Rover Range Rover Evoque DYNAMIC,155000,Land Rover,SUV/4x4,Diesel,8,Automatique,Intégrale,118018,03.2016,19.02.2024,Range Rover Evoque DYNAMIC
Volkswagen Golf 8 GTE 1.5,160000,Volkswagen,Compacte,Hybride essence,6,Automatique,Traction,29241,09.2021,19.02.2024,Golf 8 GTE 1.5
Volkswagen Tiguan R-LINE,122000,Volkswagen,SUV/4x4,Essence,8,Automatique,Intégrale,124776,11.2017,19.02.2024,Tiguan R-LINE
Land Rover Range Rover Evoque R-DYNAMIC,240000,Land Rover,SUV/4x4,Hybride diesel,8,Automatique,Intégrale,61263,07.2020,19.02.2024,Range Rover Evoque R-DYNAMIC
KIA Sportage 4X4 GT LINE,150000,KIA,SUV/4x4,Hybride diesel,11,Automatique,Intégrale,53634,07.2019,19.02.2024,Sportage 4X4 GT LINE
Mercedes-Benz Classe C C180 KITT AMG,235000,Mercedes,Berline,Essence,9,Automatique,Propulsion,6331,09.2022,19.02.2024,-Benz Classe C C180 KITT AMG
Volkswagen Golf 7 RESTYLEE IQ DRIVE,89000,Volkswagen,Berline,Essence,6,Manuelle,Traction,43280,12.2019,19.02.2024,Golf 7 RESTYLEE IQ DRIVE
Volkswagen Golf 7 RESTYLEE IQ DRIVE,93000,Volkswagen,Berline,Essence,9,Manuelle,Traction,45187,09.2019,19.02.2024,Golf 7 RESTYLEE IQ DRIVE
Volkswagen Golf 7 RESTYLEE IQ DRIVE,80000,Volkswagen,Compacte,Essence,6,Manuelle,Propulsion,28942,07.2019,19.02.2024,Golf 7 RESTYLEE IQ DRIVE
Volkswagen Golf 7 RESTYLEE IQ DRIVE,79000,Volkswagen,Compacte,Essence,6,Manuelle,Propulsion,29572,06.2019,19.02.2024,Golf 7 RESTYLEE IQ DRIVE
KIA Sportage G-TLINE,140000,KIA,SUV/4x4,Hybride diesel,11,Automatique,Intégrale,65004,08.2019,19.02.2024,Sportage G-TLINE
Seat Ateca XPERIENCE-TT OPTION,112000,Seat,SUV/4x4,Essence,8,Automatique,Traction,52000,05.2021,21.02.2024,Ateca XPERIENCE-TT OPTION
Seat Ateca XPERIENCE-PREMIERE MAIN,107000,Seat,Compacte,Essence,8,Automatique,Traction,47000,08.2021,21.02.2024,Ateca XPERIENCE-PREMIERE MAIN
Mercedes-Benz Classe A,73000,Mercedes,Citadine,Essence,7,Automatique,Automatique,113000,10.2015,21.02.2024,-Benz Classe A
Skoda Karoq Xcellance,89900,Skoda,SUV/4x4,Essence,7,Automatique,Intégrale,91000,01.2019,21.02.2024,Karoq Xcellance
BMW Série 3,69900,BMW,Berline,Essence,7,Automatique,Traction,174000,05.2015,21.02.2024,Série 3
Ford Fiesta,25700,Ford,Citadine,Essence,5,Manuelle,Traction,205000,12.2010,21.02.2024,Fiesta
Mazda 2,35000,Mazda,Citadine,Essence,6,Automatique,Automatique,200000,08.2015,21.02.2024,2
KIA Picanto,34000,KIA,Compacte,Essence,5,Automatique,Automatique,109652,12.2011,21.02.2024,Picanto
Ford Focus,40000,Ford,Autres,Essence,6,Manuelle,Manuelle,161000,08.2016,21.02.2024,Focus
BMW X1 S Drive,51000,BMW,SUV/4x4,Diesel,7,Automatique,Intégrale,230000,05.2011,25.02.2024,X1 S Drive
Mercedes-Benz Classe A A200 essence amg,145000,Mercedes,Compacte,Essence,8,Automatique,Traction,42000,01.2019,25.02.2024,-Benz Classe A A200 essence amg
Land Rover Range Rover Sport 3.0 V6 24CV HSE dynamique,215000,Land Rover,SUV/4x4,Essence,24,Automatique,Intégrale,130000,01.2016,25.02.2024,Range Rover Sport 3.0 V6 24CV HSE dynamique
BMW Série 3 coupé Blanc,48000,BMW,Coupé,Essence,7,Manuelle,Manuelle,144000,12.2009,25.02.2024,Série 3 coupé Blanc
Mahindra KUV 100 Gris metalise,35000,Mahindra,Citadine,Essence,5,Manuelle,Traction,20600,02.2019,25.02.2024,KUV 100 Gris metalise
Chery Tiggo 8 Pro,90000,Chery,SUV/4x4,Essence,11,Automatique,Intégrale,70000,11.2021,25.02.2024,Tiggo 8 Pro
Opel Grandland 2020,80000,Opel,SUV/4x4,Essence,7,Manuelle,Traction,47000,09.2020,25.02.2024,Grandland 2020
Audi A4,57000,Audi,Berline,Essence,7,Manuelle,Propulsion,36000,01.2013,25.02.2024,A4
Dacia Duster ECO,52400,Dacia,SUV/4x4,Essence,7,Manuelle,Traction,117000,06.2017,25.02.2024,Duster ECO
Mercedes-Benz CLA,100000,Mercedes,Berline,Essence,7,Automatique,Automatique,120000,07.2019,25.02.2024,-Benz CLA
Ford Ecosport Titanium BVA+,68000,Ford,SUV/4x4,Essence,7,Automatique,Automatique,83000,12.2018,25.02.2024,Ecosport Titanium BVA+
Suzuki Celerio,33000,Suzuki,Compacte,Essence,4,Manuelle,Traction,74000,05.2020,25.02.2024,Celerio
MG ZS,68000,MG,SUV/4x4,Essence,7,Automatique,Traction,97000,01.2021,25.02.2024,ZS
Mercedes-Benz Classe A AMG,130000,Mercedes,Berline,Essence,9,Automatique,Automatique,99000,01.2019,25.02.2024,-Benz Classe A AMG
Mercedes-Benz Classe C,112000,Mercedes,Berline,Essence,9,Automatique,Traction,130000,10.2017,25.02.2024,-Benz Classe C
Jeep Renegade,70000,Jeep,SUV/4x4,Essence,8,Automatique,Traction,120000,04.2018,25.02.2024,Renegade
Mercedes-Benz Classe E,145000,Mercedes,Berline,Essence,9,Automatique,Traction,95000,11.2017,25.02.2024,-Benz Classe E
Volkswagen Golf 7,65000,Volkswagen,Citadine,Essence,6,Automatique,Traction,100000,12.2019,25.02.2024,Golf 7
BMW Série 3,78000,BMW,Berline,Essence,7,Automatique,Traction,130000,03.2018,25.02.2024,Série 3
BMW X1,144000,BMW,Citadine,Essence,8,Automatique,Traction,20000,09.2018,25.02.2024,X1
Seat Toledo,45000,Seat,Berline,Essence,6,Automatique,Traction,84000,11.2017,25.02.2024,Toledo
Volkswagen Golf 7 1.2,57500,Volkswagen,Coupé,Essence,6,Automatique,Traction,177000,10.2019,19.02.2024,Golf 7 1.2
Great Wall M4 Rouge,41200,Great Wall,Autres,Essence,6,Manuelle,Traction,94000,04.2019,19.02.2024,M4 Rouge
KIA Sportage G-TLINE,123000,KIA,SUV/4x4,Diesel,7,Automatique,Intégrale,62253,02.2020,19.02.2024,Sportage G-TLINE
Mercedes-Benz Classe C C 180 KITT AMG LINE,230000,Mercedes,Berline,Hybride essence,9,Automatique,Propulsion,14150,05.2022,19.02.2024,-Benz Classe C C 180 KITT AMG LINE
Porsche Macan,235000,Porsche,SUV/4x4,Essence,15,Automatique,Intégrale,44816,06.2017,19.02.2024,Macan
Volkswagen Golf 7 R400 RESTYLEE,160000,Volkswagen,Citadine,Essence,20,Automatique,Traction,94800,08.2018,19.02.2024,Golf 7 R400 RESTYLEE
Chevrolet Camaro RS COUPE,155000,Chevrolet,Coupé,Essence,21,Automatique,Intégrale,40146,07.2014,19.02.2024,Camaro RS COUPE
Audi A3 Berline,69000,Audi,Berline,Essence,6,Automatique,Traction,125000,01.2016,11.02.2024,A3 Berline
Volkswagen Jetta 1.4 tsi,45000,Volkswagen,Berline,Essence,7,Manuelle,Traction,170000,04.2015,11.02.2024,Jetta 1.4 tsi
BMW Série 4 Gran Coupé Pack M,135000,BMW,Coupé,Essence,8,Automatique,Propulsion,69000,12.2019,11.02.2024,Série 4 Gran Coupé Pack M
Mercedes-Benz Classe C C220 CDI,29500,Mercedes,Berline,Diesel,7,Manuelle,Propulsion,282000,12.2002,11.02.2024,-Benz Classe C C220 CDI
Lada Niva Classic,39000,Lada,SUV/4x4,Essence,7,Manuelle,Intégrale,25600,08.2018,29.01.2024,Niva Classic
Jaguar XJ L,205000,Jaguar,Berline,Essence,16,Automatique,Propulsion,34000,02.2017,29.01.2024,XJ L
KIA Rio 5p Gt line,67000,KIA,Compacte,Essence,5,Manuelle,Traction,55000,06.2021,29.01.2024,Rio 5p Gt line
Audi A4,47000,Audi,Berline,Essence,7,Manuelle,Traction,128000,08.2013,29.01.2024,A4
Volkswagen Polo Prestige,62000,Volkswagen,Citadine,Essence,4,Manuelle,Traction,48500,04.2020,29.01.2024,Polo Prestige
Suzuki Celerio,27000,Suzuki,Berline,Essence,4,Manuelle,Traction,138000,05.2017,29.01.2024,Celerio
Chery Tiggo 2 Super,42000,Chery,SUV/4x4,Essence,6,Manuelle,Traction,50000,01.2020,29.01.2024,Tiggo 2 Super
Citroën C3 PureTech,42000,Citroën,Citadine,Essence,4,Manuelle,Traction,97000,05.2017,30.01.2024,C3 PureTech
Citroën C4 Cactus Métallisée,45500,Citroën,Citadine,Essence,5,Manuelle,Traction,89000,03.2017,30.01.2024,C4 Cactus Métallisée
Hyundai Grand i10 Sedan Élégante,48400,Hyundai,Berline,Essence,5,Manuelle,Traction,17000,01.2022,30.01.2024,Grand i10 Sedan Élégante
Nissan Qashqai Full options 1ere main,75000,Nissan,Compacte,Essence,6,Manuelle,Traction,58100,09.2015,30.01.2024,Qashqai Full options 1ere main
Chery Tiggo 2 full options,47000,Chery,SUV/4x4,Essence,6,Manuelle,Traction,71000,10.2019,30.01.2024,Tiggo 2 full options
Mercedes-Benz Classe E coupé Amg,62000,Mercedes,Coupé,Essence,11,Automatique,Propulsion,240000,12.2011,24.02.2024,-Benz Classe E coupé Amg
BMW Série 4 Gran Coupé M,120000,BMW,Berline,Essence,7,Automatique,Propulsion,100000,01.2017,24.02.2024,Série 4 Gran Coupé M
Porsche Panamera,230000,Porsche,Berline,Essence,30,Automatique,Intégrale,126000,12.2009,24.02.2024,Panamera
Renault Kadjar 1.2 TCE INTENS,70800,Renault,SUV/4x4,Essence,7,Manuelle,Traction,35500,10.2016,25.02.2024,Kadjar 1.2 TCE INTENS
Suzuki Swift,33000,Suzuki,Citadine,Essence,5,Manuelle,Propulsion,130000,03.2018,25.02.2024,Swift
BMW Série 1,47000,BMW,Compacte,Essence,6,Manuelle,Traction,183000,08.2012,25.02.2024,Série 1
Seat Leon FR,112000,Seat,Compacte,Essence,8,Automatique,Traction,5000,06.2022,25.02.2024,Leon FR
Porsche Cayenne DIESEL,100000,Porsche,SUV/4x4,Diesel,16,Automatique,Intégrale,107000,06.2009,25.02.2024,Cayenne DIESEL
Mercedes-Benz GLA,115000,Mercedes,SUV/4x4,Essence,7,Automatique,Traction,69000,01.2019,25.02.2024,-Benz GLA
Audi A3,71000,Audi,Compacte,Essence,6,Manuelle,Traction,98000,10.2017,25.02.2024,A3
Mercedes-Benz Classe C AMG FULL OPTION,140000,Mercedes,Berline,Diesel,7,Automatique,Traction,100000,01.2019,25.02.2024,-Benz Classe C AMG FULL OPTION
Peugeot 308 TT OPTIONS TU 241,53000,Peugeot,Citadine,Essence,5,Manuelle,Traction,90000,01.2020,25.02.2024,308 TT OPTIONS TU 241
Renault Megane TT OPTIONS TU 241,58000,Renault,Citadine,Diesel,6,Manuelle,Manuelle,140000,01.2020,25.02.2024,Megane TT OPTIONS TU 241
Nissan Juke Tekna,47000,Nissan,Autres,Essence,7,Automatique,Propulsion,128000,07.2014,25.02.2024,Juke Tekna
Volkswagen Golf 8,88000,Volkswagen,Berline,Essence,5,Manuelle,Traction,41500,01.2021,25.02.2024,Golf 8
KIA Rio 5p,65000,KIA,Coupé,Essence,5,Manuelle,Propulsion,95000,08.2021,24.02.2024,Rio 5p
Toyota Hilux,50000,Toyota,Utilitaire,Diesel,10,Manuelle,Intégrale,349000,04.2008,24.02.2024,Hilux
Peugeot 307 HDI,18500,Peugeot,Citadine,Diesel,5,Manuelle,Traction,430000,05.2005,24.02.2024,307 HDI
Peugeot 208 1193,36500,Peugeot,Citadine,Essence,4,Manuelle,Manuelle,50000,06.2020,24.02.2024,208 1193
Suzuki Swift Bva,49500,Suzuki,Citadine,Essence,5,Automatique,Traction,18800,08.2019,24.02.2024,Swift Bva
Toyota C-HR BVA,98000,Toyota,SUV/4x4,Essence,6,Automatique,Traction,16000,01.2022,24.02.2024,C-HR BVA
Porsche Panamera 4s,180000,Porsche,Berline,Essence,30,Automatique,Intégrale,80000,02.2011,28.01.2024,Panamera 4s
Toyota RAV 4 HYBRID,150000,Toyota,SUV/4x4,Hybride essence,9,Automatique,Traction,22000,09.2022,29.01.2024,RAV 4 HYBRID
Smart ForTwo,22000,Smart,Citadine,Essence,4,Automatique,Traction,121000,08.2010,29.01.2024,ForTwo
Chevrolet Aveo LS,23000,Chevrolet,Berline,Essence,5,Manuelle,Traction,200000,07.2013,29.01.2024,Aveo LS
KIA Sportage GT- Line 4x4,108000,KIA,SUV/4x4,Essence,11,Automatique,Intégrale,105000,07.2020,29.01.2024,Sportage GT- Line 4x4
Volvo V40,60000,Volvo,Citadine,Essence,10,Automatique,Propulsion,97000,02.2015,29.01.2024,V40
Mercedes-Benz Classe C avantgarde,90000,Mercedes,Berline,Essence,9,Automatique,Traction,209000,09.2010,29.01.2024,-Benz Classe C avantgarde
Peugeot 208 Style,90000,Peugeot,Citadine,Essence,5,Manuelle,Traction,90000,09.2014,29.01.2024,208 Style
BMW X3 X drive,38000,BMW,SUV/4x4,Diesel,11,Automatique,Intégrale,260000,11.2007,29.01.2024,X3 X drive
Renault Kadjar,70000,Renault,SUV/4x4,Essence,7,Manuelle,Propulsion,67000,05.2018,29.01.2024,Kadjar
Hyundai Tucson Top Grade,143000,Hyundai,SUV/4x4,Hybride diesel,7,Automatique,Traction,79000,06.2021,29.01.2024,Tucson Top Grade
Mercedes-Benz Classe C W205 kit AMG,113000,Mercedes,Berline,Essence,8,Automatique,Propulsion,147000,01.2015,29.01.2024,-Benz Classe C W205 kit AMG
Volkswagen Golf 7,43000,Volkswagen,Compacte,Essence,5,Manuelle,Manuelle,145600,11.2013,24.02.2024,Golf 7
Mitsubishi Mirage,35000,Mitsubishi,Citadine,Essence,4,Manuelle,Traction,38000,04.2019,24.02.2024,Mirage
Volkswagen Tiguan,132000,Volkswagen,SUV/4x4,Diesel,8,Manuelle,Manuelle,99000,07.2020,24.02.2024,Tiguan
Ford Fiesta,18800,Ford,Citadine,Essence,5,Manuelle,Manuelle,236000,07.2005,24.02.2024,Fiesta
BMW Série 5 Luxury,85000,BMW,Berline,Essence,9,Automatique,Traction,128000,07.2014,24.02.2024,Série 5 Luxury
Skoda Octavia Tout option,128000,Skoda,Berline,Essence,8,Automatique,Traction,15000,03.2023,24.02.2024,Octavia Tout option
Mercedes-Benz Classe A Sport,55000,Mercedes,Compacte,Essence,7,Manuelle,Traction,189000,09.2014,24.02.2024,-Benz Classe A Sport
BMW Série 1,62000,BMW,Citadine,Essence,6,Manuelle,Propulsion,95000,08.2017,24.02.2024,Série 1
BMW Série 3,72500,BMW,Berline,Essence,7,Manuelle,Traction,115000,09.2015,24.02.2024,Série 3
Mercedes-Benz Classe A Urban,75000,Mercedes,Citadine,Essence,6,Automatique,Traction,94000,12.2012,24.02.2024,-Benz Classe A Urban
BMW Série 5 KIT M,180000,BMW,Berline,Essence,10,Automatique,Propulsion,66000,12.2017,24.02.2024,Série 5 KIT M
Volkswagen Polo Essence,42000,Volkswagen,Citadine,Essence,4,Manuelle,Manuelle,87000,01.2020,24.02.2024,Polo Essence
Jaguar XF 2.0,98000,Jaguar,Berline,Essence,16,Automatique,Traction,114000,07.2015,11.02.2024,XF 2.0
Haval H6 1.5,64000,Haval,SUV/4x4,Essence,9,Manuelle,Traction,100000,10.2017,11.02.2024,H6 1.5
Citroën C4 1.4L,32500,Citroën,Coupé,Essence,6,Manuelle,Traction,130000,01.2012,11.02.2024,C4 1.4L
Volkswagen Touran,39500,Volkswagen,Monospace,Diesel,6,Manuelle,Traction,321000,12.2010,11.02.2024,Touran
Audi A3 Berline Business,78500,Audi,Berline,Essence,6,Manuelle,Traction,95000,03.2020,11.02.2024,A3 Berline Business
Haval Jolion Neuve,91000,Haval,Autres,Essence,9,Automatique,Traction,27000,01.2022,11.02.2024,Jolion Neuve
Mercedes-Benz Classe E AMG,145000,Mercedes,Berline,Essence,10,Automatique,Propulsion,138000,07.2016,11.02.2024,-Benz Classe E AMG
Volkswagen Golf 7,67000,Volkswagen,Berline,Essence,6,Manuelle,Propulsion,150000,04.2019,11.02.2024,Golf 7
Land Rover Discovery SE,372000,Land Rover,SUV/4x4,Diesel,16,Automatique,Intégrale,3000,12.2018,02.02.2024,Discovery SE
KIA Rio 5p,66000,KIA,Berline,Essence,5,Manuelle,Traction,2000,07.2023,02.02.2024,Rio 5p
Ford Fiesta,30000,Ford,Citadine,Essence,5,Manuelle,Traction,293000,11.2014,02.02.2024,Fiesta
Mercedes-Benz Classe C,150000,Mercedes,Berline,Essence,9,Automatique,Propulsion,50000,04.2019,02.02.2024,-Benz Classe C
Mercedes-Benz Classe E AMG,295400,Mercedes,Berline,Essence,9,Automatique,Propulsion,24500,03.2022,02.02.2024,-Benz Classe E AMG
Nissan Navara,50000,Nissan,SUV/4x4,Diesel,8,Manuelle,Propulsion,450000,12.2008,02.02.2024,Navara
BMW Série 3,58000,BMW,Citadine,Essence,7,Automatique,Traction,220000,04.2014,03.02.2024,Série 3
Renault Kadjar Intense,65000,Renault,SUV/4x4,Diesel,5,Manuelle,Traction,145000,05.2016,03.02.2024,Kadjar Intense
Haval H2 Très bon état,66000,Haval,SUV/4x4,Essence,9,Automatique,Traction,65000,11.2017,03.02.2024,H2 Très bon état
Peugeot 508 FO,43000,Peugeot,Berline,Essence,7,Automatique,Traction,155000,03.2015,03.02.2024,508 FO
Dongfeng S50 Joyeer,54000,Dongfeng,Berline,Essence,6,Manuelle,Traction,100000,10.2020,31.01.2024,S50 Joyeer
Chery Tiggo 3X CVT LUXURY,81600,Chery,Autres,Essence,6,Automatique,Traction,5100,10.2023,01.02.2024,Tiggo 3X CVT LUXURY
Ford Ka,27000,Ford,Compacte,Essence,4,Manuelle,Traction,92000,09.2016,01.02.2024,Ka
Hyundai i20,29000,Hyundai,Citadine,Essence,4,Manuelle,Traction,195000,07.2014,01.02.2024,i20
Nissan Juke Toute option,38000,Nissan,Autres,Essence,7,Manuelle,Traction,130000,11.2012,01.02.2024,Juke Toute option
Seat Leon TSI STYLE,45000,Seat,Compacte,Essence,6,Manuelle,Traction,170000,11.2014,01.02.2024,Leon TSI STYLE
Ford Ka,26000,Ford,Compacte,Essence,4,Manuelle,Traction,86000,04.2015,01.02.2024,Ka
Hyundai Coupe Sport,38000,Hyundai,Coupé,Essence,7,Manuelle,Traction,127000,11.2003,02.02.2024,Coupe Sport
Haval H6,95000,Haval,SUV/4x4,Essence,12,Automatique,Propulsion,90000,03.2020,02.02.2024,H6
BAIC YX Kenbo S2,38000,BAIC,SUV/4x4,Essence,7,Manuelle,Propulsion,130000,12.2018,02.02.2024,YX Kenbo S2
Skoda Octavia,70000,Skoda,Berline,Essence,8,Automatique,Traction,74000,06.2016,02.02.2024,Octavia
Volkswagen Polo Sedan,40000,Volkswagen,Berline,Essence,5,Manuelle,Traction,124000,09.2014,02.02.2024,Polo Sedan
KIA Picanto,44000,KIA,Citadine,Essence,5,Automatique,Propulsion,90000,06.2019,24.02.2024,Picanto
Fiat Tipo Berline,40000,Fiat,Berline,Essence,6,Manuelle,Propulsion,120000,05.2018,24.02.2024,Tipo Berline
Geely GC6,39000,Geely,Berline,Essence,6,Manuelle,Propulsion,130000,05.2020,24.02.2024,GC6
Volkswagen Golf 7,60000,Volkswagen,Citadine,Essence,5,Manuelle,Propulsion,85000,08.2016,24.02.2024,Golf 7
Volkswagen Golf 7,75000,Volkswagen,Citadine,Essence,7,Automatique,Propulsion,70000,06.2020,24.02.2024,Golf 7
Seat Leon,49000,Seat,Coupé,Essence,6,Manuelle,Propulsion,140000,08.2017,24.02.2024,Leon
BMW Série 3 Luxury,167000,BMW,Berline,Essence,10,Automatique,Propulsion,107000,01.2020,04.02.2024,Série 3 Luxury
Mercedes-Benz GLA 200 AMG LINE,187000,Mercedes,SUV/4x4,Essence,9,Automatique,Traction,30200,12.2021,04.02.2024,-Benz GLA 200 AMG LINE
Ford Escape Eco boost,52000,Ford,SUV/4x4,Essence,9,Automatique,Propulsion,123000,09.2014,04.02.2024,Escape Eco boost
Seat Ibiza,30000,Seat,Citadine,Essence,5,Manuelle,Traction,180000,02.2011,04.02.2024,Ibiza
Mercedes-Benz Classe B 160,35000,Mercedes,Monospace,Essence,7,Manuelle,Traction,210000,10.2010,04.02.2024,-Benz Classe B 160
Nissan Micra,36000,Nissan,Compacte,Essence,5,Manuelle,Traction,70000,04.2021,24.02.2024,Micra
Land Rover Range Rover Velar,380000,Land Rover,SUV/4x4,Diesel,15,Automatique,Traction,50000,01.2021,24.02.2024,Range Rover Velar
MG ZS,72000,MG,SUV/4x4,Essence,7,Automatique,Traction,60000,09.2020,24.02.2024,ZS
KIA Picanto,45000,KIA,SUV/4x4,Essence,5,Automatique,Propulsion,70000,08.2019,24.02.2024,Picanto
BMW Série 3,70000,BMW,Berline,Essence,9,Automatique,Propulsion,163000,09.2013,24.02.2024,Série 3
Citroën Berlingo Utilitaire,25000,Citroën,Utilitaire,Diesel,5,Manuelle,Traction,158000,09.2010,24.02.2024,Berlingo Utilitaire
BMW Série 4 Coupé,120000,BMW,Coupé,Essence,10,Automatique,Propulsion,106000,06.2014,24.02.2024,Série 4 Coupé
BMW Série 4 Coupé,130000,BMW,Coupé,Diesel,10,Automatique,Propulsion,120000,06.2015,24.02.2024,Série 4 Coupé
Volkswagen Golf 7,63000,Volkswagen,Coupé,Essence,5,Manuelle,Traction,98000,12.2018,24.02.2024,Golf 7
Dacia Dokker Van,30000,Dacia,Utilitaire,Diesel,6,Manuelle,Traction,155000,05.2019,24.02.2024,Dokker Van
Ford Fiesta,24000,Ford,Citadine,Essence,5,Manuelle,Propulsion,163000,01.2011,24.02.2024,Fiesta
Ford Focus,30000,Ford,Citadine,Essence,6,Manuelle,Propulsion,198000,10.2010,24.02.2024,Focus
Toyota RAV 4,83000,Toyota,SUV/4x4,Essence,9,Automatique,Traction,129000,10.2016,08.02.2024,RAV 4
Hyundai Santa Fe,188000,Hyundai,SUV/4x4,Hybride essence,12,Automatique,Intégrale,12000,03.2022,09.02.2024,Santa Fe
Toyota RAV 4 Hybride SUV,121000,Toyota,SUV/4x4,Hybride essence,9,Automatique,Traction,18000,03.2022,09.02.2024,RAV 4 Hybride SUV
Fiat Doblo,26000,Fiat,Utilitaire,Diesel,5,Manuelle,Traction,115000,12.2017,09.02.2024,Doblo
Renault Clio 4 Life Plus,42000,Renault,Citadine,Essence,5,Manuelle,Traction,75000,09.2017,09.02.2024,Clio 4 Life Plus
Renault Twingo,29900,Renault,Citadine,Essence,4,Manuelle,Propulsion,80000,04.2013,09.02.2024,Twingo
Great Wall M4,38700,Great Wall,SUV/4x4,Essence,6,Manuelle,Traction,88750,09.2017,09.02.2024,M4
Mercedes-Benz Classe B,67500,Mercedes,Monospace,Diesel,5,Automatique,Propulsion,109000,06.2014,09.02.2024,-Benz Classe B
Audi A4,51000,Audi,Berline,Diesel,8,Automatique,Traction,230000,12.2012,09.02.2024,A4
Renault Kadjar toute option,82000,Renault,SUV/4x4,Essence,7,Automatique,Traction,100000,05.2018,09.02.2024,Kadjar toute option
Audi A3 Berline Tsi 1.2,70000,Audi,Berline,Essence,6,Manuelle,Traction,94000,12.2016,09.02.2024,A3 Berline Tsi 1.2
KIA Sportage,105000,KIA,SUV/4x4,Essence,8,Automatique,Traction,30000,09.2020,09.02.2024,Sportage
Chery Arrizo 3,39000,Chery,Berline,Essence,6,Manuelle,Traction,44000,10.2020,02.02.2024,Arrizo 3
Haval H6,85000,Haval,SUV/4x4,Essence,9,Automatique,Propulsion,66000,03.2019,02.02.2024,H6
Toyota Yaris Sedan,37000,Toyota,Berline,Essence,5,Manuelle,Traction,177000,01.2019,08.02.2024,Yaris Sedan
Land Rover Range Rover Sport autobiography,275000,Land Rover,SUV/4x4,Diesel,16,Automatique,Intégrale,95000,06.2017,08.02.2024,Range Rover Sport autobiography
BMW Série 5 kit m,82000,BMW,Berline,Diesel,10,Automatique,Traction,196000,11.2011,08.02.2024,Série 5 kit m
Mercedes-Benz Classe C 200d,114000,Mercedes,Berline,Diesel,6,Manuelle,Propulsion,160000,01.2018,08.02.2024,-Benz Classe C 200d
Volkswagen Golf 7 trendline,50000,Volkswagen,Citadine,Essence,5,Manuelle,Traction,147000,06.2016,08.02.2024,Golf 7 trendline
Fiat 500 full,42000,Fiat,Coupé,Essence,4,Manuelle,Propulsion,57000,11.2016,08.02.2024,500 full
Mercedes-Benz CLS 250 AMG,91900,Mercedes,Berline,Diesel,11,Automatique,Traction,265000,01.2013,08.02.2024,-Benz CLS 250 AMG
Audi A4 Full option,60000,Audi,Berline,Diesel,8,Automatique,Traction,219000,01.2014,04.02.2024,A4 Full option
Mini 5 portes,60000,Mini,Citadine,Essence,4,Automatique,Propulsion,156000,08.2015,04.02.2024,5 portes
Ford Focus 1.0 L ECOBOOST,55000,Ford,Berline,Essence,6,Manuelle,Traction,82000,12.2018,05.02.2024,Focus 1.0 L ECOBOOST
Volkswagen Polo Sedan,41900,Volkswagen,Berline,Essence,5,Manuelle,Traction,128000,05.2016,05.02.2024,Polo Sedan
Peugeot 208 Nouveau,30000,Peugeot,Citadine,Essence,5,Manuelle,Traction,90000,05.2017,05.02.2024,208 Nouveau
Seat Ibiza Xcellence,65000,Seat,Citadine,Essence,4,Manuelle,Traction,29000,04.2021,05.02.2024,Ibiza Xcellence
Fiat Doblo,45000,Fiat,Utilitaire,Diesel,5,Automatique,Traction,55000,09.2021,05.02.2024,Doblo
KIA Sorento,57000,KIA,SUV/4x4,Diesel,12,Automatique,Intégrale,315000,03.2013,05.02.2024,Sorento
Porsche Cayenne GTS,109000,Porsche,SUV/4x4,Essence,33,Automatique,Intégrale,147000,09.2010,05.02.2024,Cayenne GTS
Chery Tiggo 7 Pro,82000,Chery,SUV/4x4,Essence,9,Automatique,Traction,35000,02.2022,05.02.2024,Tiggo 7 Pro
Volkswagen Golf 7 1.2 boîte automatique,65000,Volkswagen,Coupé,Essence,6,Automatique,Traction,48000,12.2018,05.02.2024,Golf 7 1.2 boîte automatique
Mercedes-Benz CLA 180 D,107000,Mercedes,Berline,Diesel,5,Manuelle,Traction,124600,12.2015,05.02.2024,-Benz CLA 180 D
Ssangyong Rexton,58000,Ssangyong,SUV/4x4,Diesel,10,Automatique,Intégrale,260000,12.2014,26.02.2024,Rexton
